001 , Cholera
369.15 , Better eye:  moderate impairment; lesser eye:  blind, not further specified
369.16 , Better eye:  moderate impairment; lesser eye:  total impairment
369.17 , Better eye:  moderate impairment; lesser eye:  near-total impairment
369.18 , Better eye:  moderate impairment; lesser eye:  profound impairment
369.2 , Moderate or severe impairment, both eyes
369.20 , Impairment level not further specified
369.21 , Better eye:  severe impairment; lesser eye:  not further specified
369.22 , Better eye:  severe impairment; lesser eye:  severe impairment
369.23 , Better eye:  moderate impairment; lesser eye:  not further specified
369.24 , Better eye:  moderate impairment; lesser eye:  severe impairment
369.25 , Better eye:  moderate impairment; lesser eye:  moderate impairment
369.3 , Unqualified visual loss, both eyes
369.4 , Legal blindness, as defined in U.S.A.
369.6 , Profound impairment, one eye
369.60 , Impairment level not further specified
369.61 , One eye:  total impairment; other eye:  not specified
369.62 , One eye:  total impairment; other eye:  near-normal vision
369.63 , One eye:  total impairment; other eye:  normal vision
369.64 , One eye:  near-total impairment; other eye:  not specified
369.65 , One eye:  near-total impairment; other eye:  near-normal vision
369.66 , One eye:  near-total impairment; other eye:  normal vision
369.67 , One eye:  profound impairment; other eye:  not specified
369.68 , One eye:  profound impairment; other eye:  near-normal vision
369.69 , One eye:  profound impairment; other eye:  normal vision
369.7 , Moderate or severe impairment, one eye
369.70 , Impairment level not further specified
369.71 , One eye:  severe impairment; other eye:  not specified
369.72 , One eye:  severe impairment; other eye:  near-normal vision
369.73 , One eye:  severe impairment; other eye:  normal vision
369.74 , One eye:  moderate impairment; other eye:  not specified
369.75 , One eye:  moderate impairment; other eye:  near-normal vision
369.76 , One eye:  moderate impairment; other eye:  normal vision
369.8 , Unqualified visual loss, one eye
369.9 , Unspecified visual loss
370 , Keratitis
370.0 , Corneal ulcer
370.00 , Corneal ulcer, unspecified
370.01 , Marginal corneal ulcer
370.02 , Ring corneal ulcer
370.03 , Central corneal ulcer
370.04 , Hypopyon ulcer
370.05 , Mycotic corneal ulcer
370.06 , Perforated corneal ulcer
370.07 , Mooren's ulcer
370.2 , Superficial keratitis without conjunctivitis
370.20 , Superficial keratitis, unspecified
370.21 , Punctate keratitis
370.22 , Macular keratitis
370.23 , Filamentary keratitis
370.24 , Photokeratitis
370.3 , Certain types of keratoconjunctivitis
370.31 , Phlyctenular keratoconjunctivitis
370.32 , Limbar and corneal involvement in vernal conjunctivitis
370.33 , Keratoconjunctivitis sicca, not specified as Sjögren's
370.34 , Exposure keratoconjunctivitis
370.35 , Neurotrophic keratoconjunctivitis
370.4 , Other and unspecified keratoconjunctivitis
370.40 , Keratoconjunctivitis, unspecified
370.44 , Keratitis or keratoconjunctivitis in exanthema
370.49 , Other
370.5 , Interstitial and deep keratitis
370.50 , Interstitial keratitis, unspecified
370.52 , Diffuse interstitial keratitis
370.54 , Sclerosing keratitis
370.55 , Corneal abscess
370.59 , Other
370.6 , Corneal neovascularization
370.60 , Corneal neovascularization, unspecified
370.61 , Localized vascularization of cornea
370.62 , Pannus (corneal)
370.63 , Deep vascularization of cornea
370.64 , Ghost vessels (corneal)
370.8 , Other forms of keratitis
370.9 , Unspecified keratitis
371 , Corneal opacity and other disorders of cornea
371.0 , Corneal scars and opacities
371.00 , Corneal opacity, unspecified
371.01 , Minor opacity of cornea
371.02 , Peripheral opacity of cornea
371.03 , Central opacity of cornea
371.04 , Adherent leucoma
371.05 , Phthisical cornea
371.1 , Corneal pigmentations and deposits
371.10 , Corneal deposit, unspecified
371.11 , Anterior pigmentations
371.12 , Stromal pigmentations
371.13 , Posterior pigmentations
371.14 , Kayser-Fleischer ring
371.15 , Other deposits associated with metabolic disorders
371.16 , Argentous deposits
371.2 , Corneal edema
371.20 , Corneal edema, unspecified
371.21 , Idiopathic corneal edema
371.22 , Secondary corneal edema
371.23 , Bullous keratopathy
371.24 , Corneal edema due to wearing of contact lenses
371.3 , Changes of corneal membranes
371.30 , Corneal membrane change, unspecified
371.31 , Folds and rupture of Bowman's membrane
371.32 , Folds in Descemet's membrane
371.33 , Rupture in Descemet's membrane
371.4 , Corneal degenerations
371.40 , Corneal degeneration, unspecified
371.41 , Senile corneal changes
371.42 , Recurrent erosion of cornea
371.43 , Band-shaped keratopathy
371.44 , Other calcerous degenerations of cornea
371.45 , Keratomalacia NOS
371.46 , Nodular degeneration of cornea
371.48 , Peripheral degenerations of cornea
371.49 , Other
371.5 , Hereditary corneal dystrophies
371.50 , Corneal dystrophy, unspecified
371.51 , Juvenile epithelial corneal dystrophy
371.52 , Other anterior corneal dystrophies
371.53 , Granular corneal dystrophy
371.54 , Lattice corneal dystrophy
371.55 , Macular corneal dystrophy
371.56 , Other stromal corneal dystrophies
371.57 , Endothelial corneal dystrophy
371.58 , Other posterior corneal dystrophies
371.6 , Keratoconus
371.60 , Keratoconus, unspecified
371.61 , Keratoconus, stable condition
371.62 , Keratoconus, acute hydrops
371.7 , Other corneal deformities
371.70 , Corneal deformity, unspecified
371.71 , Corneal ectasia
371.72 , Descemetocele
371.73 , Corneal staphyloma
371.8 , Other corneal disorders
371.81 , Corneal anesthesia and hypoesthesia
371.82 , Corneal disorder due to contact lens
371.89 , Other
371.9 , Unspecified corneal disorder
372 , Disorders of conjunctiva
372.0 , Acute conjunctivitis
372.00 , Acute conjunctivitis, unspecified
372.01 , Serous conjunctivitis, except viral
372.02 , Acute follicular conjunctivitis
372.03 , Other mucopurulent conjunctivitis
372.04 , Pseudomembranous conjunctivitis
372.05 , Acute atopic conjunctivitis
372.1 , Chronic conjunctivitis
372.10 , Chronic conjunctivitis, unspecified
372.11 , Simple chronic conjunctivitis
372.12 , Chronic follicular conjunctivitis
372.13 , Vernal conjunctivitis
372.14 , Other chronic allergic conjunctivitis
372.15 , Parasitic conjunctivitis
372.2 , Blepharoconjunctivitis
372.20 , Blepharoconjunctivitis, unspecified
372.21 , Angular blepharoconjunctivitis
372.22 , Contact blepharoconjunctivitis
372.3 , Other and unspecified conjunctivitis
372.30 , Conjunctivitis, unspecified
372.31 , Rosacea conjunctivitis
372.33 , Conjunctivitis in mucocutaneous disease
372.39 , Other
372.4 , Pterygium
372.40 , Pterygium, unspecified
372.41 , Peripheral pterygium, stationary
372.42 , Peripheral pterygium, progressive
372.43 , Central pterygium
372.44 , Double pterygium
372.45 , Recurrent pterygium
372.5 , Conjunctival degenerations and deposits
372.50 , Conjunctival degeneration, unspecified
372.51 , Pinguecula
372.52 , Pseudopterygium
372.53 , Conjunctival xerosis
372.54 , Conjunctival concretions
372.55 , Conjunctival pigmentations
372.56 , Conjunctival deposits
372.6 , Conjunctival scars
372.61 , Granuloma of conjunctiva
372.62 , Localized adhesions and strands of conjunctiva
372.63 , Symblepharon
372.64 , Scarring of conjunctiva
372.7 , Conjunctival vascular disorders and cysts
372.71 , Hyperemia of conjunctiva
372.72 , Conjunctival hemorrhage
372.73 , Conjunctival edema
372.74 , Vascular abnormalities of conjunctiva
372.75 , Conjunctival cysts
372.8 , Other disorders of conjunctiva
372.81 , Conjunctivochalasis
372.89 , Other disorders of conjunctiva
372.9 , Unspecified disorder of conjunctiva
373 , Inflammation of eyelids
373.0 , Blepharitis
373.00 , Blepharitis, unspecified
373.01 , Ulcerative blepharitis
373.02 , Squamous blepharitis
373.1 , Hordeolum and other deep inflammation of eyelid
373.11 , Hordeolum externum
373.12 , Hordeolum internum
373.13 , Abscess of eyelid
373.2 , Chalazion
373.3 , Noninfectious dermatoses of eyelid
373.31 , Eczematous dermatitis of eyelid
373.32 , Contact and allergic dermatitis of eyelid
373.33 , Xeroderma of eyelid
373.34 , Discoid lupus erythematosus of eyelid
373.4 , Infective dermatitis of eyelid of types resulting in deformity
373.5 , Other infective dermatitis of eyelid
373.6 , Parasitic infestation of eyelid
373.8 , Other inflammations of eyelids
373.9 , Unspecified inflammation of eyelid
374 , Other disorders of eyelids
374.0 , Entropion and trichiasis of eyelid
374.00 , Entropion, unspecified
374.01 , Senile entropion
374.02 , Mechanical entropion
374.03 , Spastic entropion
374.04 , Cicatricial entropion
374.05 , Trichiasis without entropion
374.1 , Ectropion
374.10 , Ectropion, unspecified
374.11 , Senile ectropion
374.12 , Mechanical ectropion
374.13 , Spastic ectropion
374.14 , Cicatricial ectropion
374.2 , Lagophthalmos
374.20 , Lagophthalmos, unspecified
374.21 , Paralytic lagophthalmos
374.22 , Mechanical lagophthalmos
374.23 , Cicatricial lagophthalmos
374.3 , Ptosis of eyelid
374.30 , Ptosis of eyelid, unspecified
374.31 , Paralytic ptosis
374.32 , Myogenic ptosis
374.33 , Mechanical ptosis
374.34 , Blepharochalasis
374.4 , Other disorders affecting eyelid function
374.41 , Lid retraction or lag
374.43 , Abnormal innervation syndrome
374.44 , Sensory disorders
374.45 , Other sensorimotor disorders
374.46 , Blepharophimosis
374.5 , Degenerative disorders of eyelid and periocular area
374.50 , Degenerative disorder of eyelid, unspecified
374.51 , Xanthelasma
374.52 , Hyperpigmentation of eyelid
374.53 , Hypopigmentation of eyelid
374.54 , Hypertrichosis of eyelid
374.55 , Hypotrichosis of eyelid
374.56 , Other degenerative disorders of skin affecting eyelid
374.8 , Other disorders of eyelid
374.81 , Hemorrhage of eyelid
374.82 , Edema of eyelid
374.83 , Elephantiasis of eyelid
374.84 , Cysts of eyelids
374.85 , Vascular anomalies of eyelid
374.86 , Retained foreign body of eyelid
374.87 , Dermatochalasis
374.89 , Other disorders of eyelid
374.9 , Unspecified disorder of eyelid
375 , Disorders of lacrimal system
375.0 , Dacryoadenitis
375.00 , Dacryoadenitis, unspecified
375.01 , Acute dacryoadenitis
375.02 , Chronic dacryoadenitis
375.03 , Chronic enlargement of lacrimal gland
375.1 , Other disorders of lacrimal gland
375.11 , Dacryops
375.12 , Other lacrimal cysts and cystic degeneration
375.13 , Primary lacrimal atrophy
375.14 , Secondary lacrimal atrophy
375.15 , Tear film insufficiency, unspecified
375.16 , Dislocation of lacrimal gland
375.2 , Epiphora
375.20 , Epiphora, unspecified as to cause
375.21 , Epiphora due to excess lacrimation
375.22 , Epiphora due to insufficient drainage
375.3 , Acute and unspecified inflammation of lacrimal passages
375.30 , Dacryocystitis, unspecified
375.31 , Acute canaliculitis, lacrimal
375.32 , Acute dacryocystitis
375.33 , Phlegmonous dacryocystitis
375.4 , Chronic inflammation of lacrimal passages
375.41 , Chronic canaliculitis
375.42 , Chronic dacryocystitis
375.43 , Lacrimal mucocele
375.5 , Stenosis and insufficiency of lacrimal passages
375.51 , Eversion of lacrimal punctum
375.52 , Stenosis of lacrimal punctum
375.53 , Stenosis of lacrimal canaliculi
375.54 , Stenosis of lacrimal sac
375.55 , Obstruction of nasolacrimal duct, neonatal
375.56 , Stenosis of nasolacrimal duct, acquired
375.57 , Dacryolith
375.6 , Other changes of lacrimal passages
375.61 , Lacrimal fistula
375.69 , Other
375.8 , Other disorders of lacrimal system
375.81 , Granuloma of lacrimal passages
375.89 , Other
375.9 , Unspecified disorder of lacrimal system
376 , Disorders of the orbit
376.0 , Acute inflammation of orbit
376.00 , Acute inflammation of orbit, unspecified
376.01 , Orbital cellulitis
376.02 , Orbital periostitis
376.03 , Orbital osteomyelitis
376.04 , Tenonitis
376.1 , Chronic inflammatory disorders of orbit
376.10 , Chronic inflammation of orbit, unspecified
376.11 , Orbital granuloma
376.12 , Orbital myositis
376.13 , Parasitic infestation of orbit
376.2 , Endocrine exophthalmos
376.21 , Thyrotoxic exophthalmos
376.22 , Exophthalmic ophthalmoplegia
376.3 , Other exophthalmic conditions
376.30 , Exophthalmos, unspecified
376.31 , Constant exophthalmos
376.32 , Orbital hemorrhage
376.33 , Orbital edema or congestion
376.34 , Intermittent exophthalmos
376.35 , Pulsating exophthalmos
376.36 , Lateral displacement of globe
376.4 , Deformity of orbit
376.40 , Deformity of orbit, unspecified
376.41 , Hypertelorism of orbit
376.42 , Exostosis of orbit
376.43 , Local deformities due to bone disease
376.44 , Orbital deformities associated with craniofacial deformities
376.45 , Atrophy of orbit
376.46 , Enlargement of orbit
376.47 , Deformity due to trauma or surgery
376.5 , Enophthalmos
376.50 , Enophthalmos, unspecified as to cause
376.51 , Enophthalmos due to atrophy of orbital tissue
376.52 , Enophthalmos due to trauma or surgery
376.6 , Retained (old) foreign body following penetrating wound of orbit
376.8 , Other orbital disorders
376.81 , Orbital cysts
376.82 , Myopathy of extraocular muscles
376.89 , Other
376.9 , Unspecified disorder of orbit
377 , Disorders of optic nerve and visual pathways
377.0 , Papilledema
377.00 , Papilledema, unspecified
377.01 , Papilledema associated with increased intracranial pressure
377.02 , Papilledema associated with decreased ocular pressure
377.03 , Papilledema associated with retinal disorder
377.04 , Foster-Kennedy syndrome
377.1 , Optic atrophy
377.10 , Optic atrophy, unspecified
377.11 , Primary optic atrophy
377.12 , Postinflammatory optic atrophy
377.13 , Optic atrophy associated with retinal dystrophies
377.14 , Glaucomatous atrophy [cupping] of optic disc
377.15 , Partial optic atrophy
377.16 , Hereditary optic atrophy
377.2 , Other disorders of optic disc
377.21 , Drusen of optic disc
377.22 , Crater-like holes of optic disc
377.23 , Coloboma of optic disc
377.24 , Pseudopapilledema
377.3 , Optic neuritis
377.30 , Optic neuritis, unspecified
377.31 , Optic papillitis
377.32 , Retrobulbar neuritis (acute)
377.33 , Nutritional optic neuropathy
377.34 , Toxic optic neuropathy
377.39 , Other
377.4 , Other disorders of optic nerve
377.41 , Ischemic optic neuropathy
377.42 , Hemorrhage in optic nerve sheaths
377.43 , Optic nerve hypoplasia
377.49 , Other
377.5 , Disorders of optic chiasm
377.51 , Associated with pituitary neoplasms and disorders
377.52 , Associated with other neoplasms
377.53 , Associated with vascular disorders
377.54 , Associated with inflammatory disorders
377.6 , Disorders of other visual pathways
377.61 , Associated with neoplasms
377.62 , Associated with vascular disorders
377.63 , Associated with inflammatory disorders
377.7 , Disorders of visual cortex
377.71 , Associated with neoplasms
377.72 , Associated with vascular disorders
377.73 , Associated with inflammatory disorders
377.75 , Cortical blindness
377.9 , Unspecified disorder of optic nerve and visual pathways
378 , Strabismus and other disorders of binocular eye movements
378.0 , Esotropia
378.00 , Esotropia, unspecified
378.01 , Monocular esotropia
378.02 , Monocular esotropia with A pattern
378.03 , Monocular esotropia with V pattern
378.04 , Monocular esotropia with other noncomitancies
378.05 , Alternating esotropia
378.06 , Alternating esotropia with A pattern
378.07 , Alternating esotropia with V pattern
378.08 , Alternating esotropia with other noncomitancies
378.1 , Exotropia
378.10 , Exotropia, unspecified
378.11 , Monocular exotropia
378.12 , Monocular exotropia with A pattern
378.13 , Monocular exotropia with V pattern
378.14 , Monocular exotropia with other noncomitancies
378.15 , Alternating exotropia
378.16 , Alternating exotropia with A pattern
378.17 , Alternating exotropia with V pattern
378.18 , Alternating exotropia with other noncomitancies
378.2 , Intermittent heterotropia
378.20 , Intermittent heterotropia, unspecified
378.21 , Intermittent esotropia, monocular
378.22 , Intermittent esotropia, alternating
378.23 , Intermittent exotropia, monocular
378.24 , Intermittent exotropia, alternating
378.3 , Other and unspecified heterotropia
378.30 , Heterotropia, unspecified
378.31 , Hypertropia
378.32 , Hypotropia
378.33 , Cyclotropia
378.34 , Monofixation syndrome
378.35 , Accommodative component in esotropia
378.4 , Heterophoria
378.40 , Heterophoria, unspecified
378.41 , Esophoria
378.42 , Exophoria
378.43 , Vertical heterophoria
378.44 , Cyclophoria
378.45 , Alternating hyperphoria
378.5 , Paralytic strabismus
378.50 , Paralytic strabismus, unspecified
378.51 , Third or oculomotor nerve palsy, partial
378.52 , Third or oculomotor nerve palsy, total
378.53 , Fourth or trochlear nerve palsy
378.54 , Sixth or abducens nerve palsy
378.55 , External ophthalmoplegia
378.56 , Total ophthalmoplegia
378.6 , Mechanical strabismus
378.60 , Mechanical strabismus, unspecified
378.61 , Brown's (tendon) sheath syndrome
378.62 , Mechanical strabismus from other musculofascial disorders
378.63 , Limited duction associated with other conditions
378.7 , Other specified strabismus
378.71 , Duane's syndrome
378.72 , Progressive external ophthalmoplegia
378.73 , Strabismus in other neuromuscular disorders
378.8 , Other disorders of binocular eye movements
378.81 , Palsy of conjugate gaze
378.82 , Spasm of conjugate gaze
378.83 , Convergence insufficiency or palsy
378.84 , Convergence excess or spasm
378.85 , Anomalies of divergence
378.86 , Internuclear ophthalmoplegia
378.87 , Other dissociated deviation of eye movements
378.9 , Unspecified disorder of eye movements
379 , Other disorders of eye
379.0 , Scleritis and episcleritis
379.00 , Scleritis, unspecified
379.01 , Episcleritis periodica fugax
379.02 , Nodular episcleritis
379.03 , Anterior scleritis
379.04 , Scleromalacia perforans
379.05 , Scleritis with corneal involvement
379.06 , Brawny scleritis
379.07 , Posterior scleritis
379.09 , Other
379.1 , Other disorders of sclera
379.11 , Scleral ectasia
379.12 , Staphyloma posticum
379.13 , Equatorial staphyloma
379.14 , Anterior staphyloma, localized
379.15 , Ring staphyloma
379.16 , Other degenerative disorders of sclera
379.19 , Other
379.2 , Disorders of vitreous body
379.21 , Vitreous degeneration
379.22 , Crystalline deposits in vitreous
379.23 , Vitreous hemorrhage
379.24 , Other vitreous opacities
379.25 , Vitreous membranes and strands
379.26 , Vitreous prolapse
379.29 , Other disorders of vitreous
379.3 , Aphakia and other disorders of lens
379.31 , Aphakia
379.32 , Subluxation of lens
379.33 , Anterior dislocation of lens
379.34 , Posterior dislocation of lens
379.39 , Other disorders of lens
379.4 , Anomalies of pupillary function
379.40 , Abnormal pupillary function, unspecified
379.41 , Anisocoria
379.42 , Miosis (persistent), not due to miotics
379.43 , Mydriasis (persistent), not due to mydriatics
379.45 , Argyll Robertson pupil, atypical
379.46 , Tonic pupillary reaction
379.49 , Other
379.5 , Nystagmus and other irregular eye movements
379.50 , Nystagmus, unspecified
379.51 , Congenital nystagmus
379.52 , Latent nystagmus
379.53 , Visual deprivation nystagmus
379.54 , Nystagmus associated with disorders of the vestibular system
379.55 , Dissociated nystagmus
379.56 , Other forms of nystagmus
379.57 , Deficiencies of saccadic eye movements
379.58 , Deficiencies of smooth pursuit movements
379.59 , Other irregularities of eye movements
379.6 , Inflammation (infection) of postprocedural bleb
379.60 , Inflammation (infection) of postprocedural bleb, unspecified
379.61 , Inflammation (infection) of postprocedural bleb, stage 1
379.62 , Inflammation (infection) of postprocedural bleb, stage 2
379.63 , Inflammation (infection) of postprocedural bleb, stage 3
379.8 , Other specified disorders of eye and adnexa
379.9 , Unspecified disorder of eye and adnexa
379.90 , Disorder of eye, unspecified
379.91 , Pain in or around eye
379.92 , Swelling or mass of eye
379.93 , Redness or discharge of eye
379.99 , Other ill-defined disorders of eye
380 , Disorders of external ear
380.0 , Perichondritis and chondritis of pinna
380.00 , Perichondritis of pinna, unspecified
380.01 , Acute perichondritis of pinna
380.02 , Chronic perichondritis of pinna
380.03 , Chondritis of pinna
380.1 , Infective otitis externa
380.10 , Infective otitis externa, unspecified
380.11 , Acute infection of pinna
380.12 , Acute swimmers' ear
380.13 , Other acute infections of external ear
380.14 , Malignant otitis externa
380.15 , Chronic mycotic otitis externa
380.16 , Other chronic infective otitis externa
380.2 , Other otitis externa
380.21 , Cholesteatoma of external ear
380.22 , Other acute otitis externa
380.23 , Other chronic otitis externa
380.3 , Noninfectious disorders of pinna
380.30 , Disorder of pinna, unspecified
380.31 , Hematoma of auricle or pinna
380.32 , Acquired deformities of auricle or pinna
380.39 , Other
380.4 , Impacted cerumen
380.5 , Acquired stenosis of external ear canal
380.50 , Acquired stenosis of external ear canal, unspecified as to cause
380.51 , Secondary to trauma
380.52 , Secondary to surgery
380.53 , Secondary to inflammation
380.8 , Other disorders of external ear
380.81 , Exostosis of external ear canal
380.89 , Other
380.9 , Unspecified disorder of external ear
381 , Nonsuppurative otitis media and Eustachian tube disorders
381.0 , Acute nonsuppurative otitis media
381.00 , Acute nonsuppurative otitis media, unspecified
381.01 , Acute serous otitis media
381.02 , Acute mucoid otitis media
381.03 , Acute sanguinous otitis media
381.04 , Acute allergic serous otitis media
381.05 , Acute allergic mucoid otitis media
381.06 , Acute allergic sanguinous otitis media
381.1 , Chronic serous otitis media
381.10 , Chronic serous otitis media, simple or unspecified
381.19 , Other
381.2 , Chronic mucoid otitis media
381.20 , Chronic mucoid otitis media, simple or unspecified
381.29 , Other
381.3 , Other and unspecified chronic nonsuppurative otitis media
381.4 , Nonsuppurative otitis media, not specified as acute or chronic
381.5 , Eustachian salpingitis
381.50 , Eustachian salpingitis, unspecified
381.51 , Acute Eustachian salpingitis
381.52 , Chronic Eustachian salpingitis
381.6 , Obstruction of Eustachian tube
381.60 , Obstruction of Eustachian tube, unspecified
381.61 , Osseous obstruction of Eustachian tube
381.62 , Intrinsic cartilagenous obstruction of Eustachian tube
381.63 , Extrinsic cartilagenous obstruction of Eustachian tube
381.7 , Patulous Eustachian tube
381.8 , Other disorders of Eustachian tube
381.81 , Dysfunction of Eustachian tube
381.89 , Other
381.9 , Unspecified Eustachian tube disorder
382 , Suppurative and unspecified otitis media
382.0 , Acute suppurative otitis media
382.00 , Acute suppurative otitis media without spontaneous rupture of ear drum
382.01 , Acute suppurative otitis media with spontaneous rupture of ear drum
382.02 , Acute suppurative otitis media in diseases classified elsewhere
382.1 , Chronic tubotympanic suppurative otitis media
382.2 , Chronic atticoantral suppurative otitis media
382.3 , Unspecified chronic suppurative otitis media
382.4 , Unspecified suppurative otitis media
382.9 , Unspecified otitis media
383 , Mastoiditis and related conditions
383.0 , Acute mastoiditis
383.00 , Acute mastoiditis without complications
383.01 , Subperiosteal abscess of mastoid
383.02 , Acute mastoiditis with other complications
383.1 , Chronic mastoiditis
383.2 , Petrositis
383.20 , Petrositis, unspecified
383.21 , Acute petrositis
383.22 , Chronic petrositis
383.3 , Complications following mastoidectomy
383.30 , Postmastoidectomy complication, unspecified
383.31 , Mucosal cyst of postmastoidectomy cavity
383.32 , Recurrent cholesteatoma of postmastoidectomy cavity
383.33 , Granulations of postmastoidectomy cavity
383.8 , Other disorders of mastoid
383.81 , Postauricular fistula
383.89 , Other
383.9 , Unspecified mastoiditis
384 , Other disorders of tympanic membrane
384.0 , Acute myringitis without mention of otitis media
384.00 , Acute myringitis, unspecified
384.01 , Bullous myringitis
384.09 , Other
384.1 , Chronic myringitis without mention of otitis media
384.2 , Perforation of tympanic membrane
384.20 , Perforation of tympanic membrane, unspecified
384.21 , Central perforation of tympanic membrane
384.22 , Attic perforation of tympanic membrane
384.23 , Other marginal perforation of tympanic membrane
384.24 , Multiple perforations of tympanic membrane
384.25 , Total perforation of tympanic membrane
384.8 , Other specified disorders of tympanic membrane
384.81 , Atrophic flaccid tympanic membrane
384.82 , Atrophic nonflaccid tympanic membrane
384.9 , Unspecified disorder of tympanic membrane
385 , Other disorders of middle ear and mastoid
385.0 , Tympanosclerosis
385.00 , Tympanosclerosis, unspecified as to involvement
385.01 , Tympanosclerosis involving tympanic membrane only
385.02 , Tympanosclerosis involving tympanic membrane and ear ossicles
385.03 , Tympanosclerosis involving tympanic membrane, ear ossicles, and middle ear
385.09 , Tympanosclerosis involving other combination of structures
385.1 , Adhesive middle ear disease
385.10 , Adhesive middle ear disease, unspecified as to involvement
385.11 , Adhesions of drum head to incus
385.12 , Adhesions of drum head to stapes
385.13 , Adhesions of drum head to promontorium
385.19 , Other adhesions and combinations
385.2 , Other acquired abnormality of ear ossicles
385.21 , Impaired mobility of malleus
385.22 , Impaired mobility of other ear ossicles
385.23 , Discontinuity or dislocation of ear ossicles
385.24 , Partial loss or necrosis of ear ossicles
385.3 , Cholesteatoma of middle ear and mastoid
385.30 , Cholesteatoma, unspecified
385.31 , Cholesteatoma of attic
385.32 , Cholesteatoma of middle ear
385.33 , Cholesteatoma of middle ear and mastoid
385.35 , Diffuse cholesteatosis
385.8 , Other disorders of middle ear and mastoid
385.82 , Cholesterin granuloma
385.83 , Retained foreign body of middle ear
385.89 , Other
385.9 , Unspecified disorder of middle ear and mastoid
386 , Vertiginous syndromes and other disorders of vestibular system
386.0 , Méniére's disease
386.00 , Méniére's disease, unspecified
386.01 , Active Méniére's disease, cochleovestibular
386.02 , Active Méniére's disease, cochlear
386.03 , Active Méniére's disease, vestibular
386.04 , Inactive Méniére's disease
386.1 , Other and unspecified peripheral vertigo
386.10 , Peripheral vertigo, unspecified
386.11 , Benign paroxysmal positional vertigo
386.12 , Vestibular neuronitis
386.19 , Other
386.2 , Vertigo of central origin
386.3 , Labyrinthitis
386.30 , Labyrinthitis, unspecified
386.31 , Serous labyrinthitis
386.32 , Circumscribed labyrinthitis
386.33 , Suppurative labyrinthitis
386.34 , Toxic labyrinthitis
386.35 , Viral labyrinthitis
386.4 , Labyrinthine fistula
386.40 , Labyrinthine fistula, unspecified
386.41 , Round window fistula
386.42 , Oval window fistula
386.43 , Semicircular canal fistula
386.48 , Labyrinthine fistula of combined sites
386.5 , Labyrinthine dysfunction
386.50 , Labyrinthine dysfunction, unspecified
386.51 , Hyperactive labyrinth, unilateral
386.52 , Hyperactive labyrinth, bilateral
386.53 , Hypoactive labyrinth, unilateral
386.54 , Hypoactive labyrinth, bilateral
386.55 , Loss of labyrinthine reactivity, unilateral
386.56 , Loss of labyrinthine reactivity, bilateral
386.58 , Other forms and combinations
386.8 , Other disorders of labyrinth
386.9 , Unspecified vertiginous syndromes and labyrinthine disorders
387 , Otosclerosis
387.0 , Otosclerosis involving oval window, nonobliterative
387.1 , Otosclerosis involving oval window, obliterative
387.2 , Cochlear otosclerosis
387.8 , Other otosclerosis
387.9 , Otosclerosis, unspecified
388 , Other disorders of ear
388.0 , Degenerative and vascular disorders of ear
388.00 , Degenerative and vascular disorders, unspecified
388.01 , Presbyacusis
388.02 , Transient ischemic deafness
388.1 , Noise effects on inner ear
388.10 , Noise effects on inner ear, unspecified
388.11 , Acoustic trauma (explosive) to ear
388.12 , Noise-induced hearing loss
388.2 , Sudden hearing loss, unspecified
388.3 , Tinnitus
388.30 , Tinnitus, unspecified
388.31 , Subjective tinnitus
388.32 , Objective tinnitus
388.4 , Other abnormal auditory perception
388.40 , Abnormal auditory perception, unspecified
388.41 , Diplacusis
388.42 , Hyperacusis
388.43 , Impairment of auditory discrimination
388.44 , Recruitment
388.45 , Acquired auditory processing disorder
388.5 , Disorders of acoustic nerve
388.6 , Otorrhea
388.60 , Otorrhea, unspecified
388.61 , Cerebrospinal fluid otorrhea
388.69 , Other
388.7 , Otalgia
388.70 , Otalgia, unspecified
388.71 , Otogenic pain
388.72 , Referred pain
388.8 , Other disorders of ear
388.9 , Unspecified disorder of ear
389 , Hearing loss
389.0 , Conductive hearing loss
389.00 , Conductive hearing loss, unspecified
389.01 , Conductive hearing loss, external ear
389.02 , Conductive hearing loss, tympanic membrane
389.03 , Conductive hearing loss, middle ear
389.04 , Conductive hearing loss, inner ear
389.05 , Conductive hearing loss, unilateral
389.06 , Conductive hearing loss, bilateral
389.08 , Conductive hearing loss of combined types
389.1 , Sensorineural hearing loss
389.10 , Sensorineural hearing loss, unspecified
389.11 , Sensory hearing loss, bilateral
389.12 , Neural hearing loss, bilateral
389.13 , Neural hearing loss, unilateral
389.14 , Central hearing loss
389.15 , Sensorineural hearing loss, unilateral
389.16 , Sensorineural hearing loss, asymmetrical
389.17 , Sensory hearing loss, unilateral
389.18 , Sensorineural hearing loss, bilateral
389.2 , Mixed conductive and sensorineural hearing loss
389.20 , Mixed hearing loss, unspecified
389.21 , Mixed hearing loss, unilateral
389.22 , Mixed hearing loss, bilateral
389.7 , Deaf nonspeaking, not elsewhere classifiable
389.8 , Other specified forms of hearing loss
389.9 , Unspecified hearing loss
390 , Rheumatic fever without mention of heart involvement
391 , Rheumatic fever with heart involvement
391.0 , Acute rheumatic pericarditis
391.1 , Acute rheumatic endocarditis
391.2 , Acute rheumatic myocarditis
391.8 , Other acute rheumatic heart disease
391.9 , Acute rheumatic heart disease, unspecified
392 , Rheumatic chorea
392.0 , With heart involvement
